,index -- streamlit-generated,0
0,slow_healing_wounds,0.16134176363947472
1,numbness_hands_feet,0.12872826738626877
2,excessive_thirst,0.12388624854894523
3,fatigue,0.1206744395125015
4,frequent_urination,0.09984133559797848
5,blurred_vision,0.09472622820886191
