,index -- streamlit-generated,0
0,fatigue,0.15566128692040784
1,dizziness,0.1415806948290528
2,chest_pain,0.12411862872543768
3,shortness_of_breath,0.11556797730803264
4,irregular_heartbeat,0.10656989546632788
5,cold_sweats,0.09433619354643528
